//**Error Message,Error Code,Error defined in .h,Error description in Chinese,Error description in English,Is in CIM
//**Common Qlib,,,,,
Qlib_Connect_Phone_Fail,QLIB0000,ERR_QLIB_PHONE_CONNECT,Qlib 函数 Qlib_Connect_Phone 执行失败,Function Qlib_Connect_Phone execute fail,Y
V00H012_EVDOTest_Time_Tolerance_Fail,V00H0120,ERR_EVDOTEST_TIME_TOLERANCE,EVDOBC0 高频 Time Tolerance 测试失败,EVDOBC0 High Channel Time Tolerance test fail,Y
V01H012_EVDOTest_Time_Tolerance_Fail,V01H0120,ERR_EVDOTEST_TIME_TOLERANCE,EVDOBC1 高频 Time Tolerance 测试失败,EVDOBC1 High Channel Time Tolerance test fail,Y
V00H013_EVDOTest_Phase_Tolerance_Fail,V00H0130,ERR_EVDOTEST_PHASE_TOLERANCE,EVDOBC0 高频 Phase Tolerance 测试失败,EVDOBC0 High Channel Phase Tolerance test fail,Y
V01H013_EVDOTest_Phase_Tolerance_Fail,V01H0130,ERR_EVDOTEST_PHASE_TOLERANCE,EVDOBC1 高频 Phase Tolerance 测试失败,EVDOBC1 High Channel Phase Tolerance test fail,Y
V00H014_EVDOTest_Min_Power_Fail,V00H0140,ERR_EVDOTEST_MIN_POWER,EVDOBC0 高频 最小输出功率测试失败,EVDOBC0 High Channel min power test fail,Y
V01H014_EVDOTest_Min_Power_Fail,V01H0140,ERR_EVDOTEST_MIN_POWER,EVDOBC1 高频 最小输出功率测试失败,EVDOBC1 High Channel min power test fail,Y
V00H015_EVDOTest_Max_Power_Fail,V00H0150,ERR_EVDOTEST_MAX_POWER,EVDOBC0 高频 最大输出功率测试失败,EVDOBC0 High Channel max power test fail,Y
V01H015_EVDOTest_Max_Power_Fail,V01H0150,ERR_EVDOTEST_MAX_POWER,EVDOBC1 高频 最大输出功率测试失败,EVDOBC1 High Channel max power test fail,Y
V00H016_EVDOTest_Rx_Sensitivity_Fail,V00H0160,ERR_EVDOTEST_RX_SENSITIVITY,EVDOBC0 高频 接收机灵敏度测试失败,EVDOBC0 High Channel RX Sensitivity test fail,Y
V01H016_EVDOTest_Rx_Sensitivity_Fail,V01H0160,ERR_EVDOTEST_RX_SENSITIVITY,EVDOBC1 高频 接收机灵敏度测试失败,EVDOBC1 High Channel RX Sensitivity test fail,Y
V00H017_EVDOTest_Rx_Dynamic_Range_Fail,V00H0170,ERR_EVDOTEST_RX_DYNAMIC_RANGE,EVDOBC0 高频 接收机动态范围测试失败,EVDOBC0 High Channel RX Dynamic Range test fail,Y
V01H017_EVDOTest_Rx_Dynamic_Range_Fail,V01H0170,ERR_EVDOTEST_RX_DYNAMIC_RANGE,EVDOBC1 高频 接收机动态范围测试失败,EVDOBC1 High Channel RX Dynamic Range test fail,Y
V00H018_EVDOTest_CSE_Fail,V00H0180,ERR_EVDOTEST_CSE,EVDOBC0 高频 CSE 测试失败,EVDOBC0 High Channel CSE test fail,Y
V01H018_EVDOTest_CSE_Fail,V01H0180,ERR_EVDOTEST_CSE,EVDOBC1 高频 CSE 测试失败,EVDOBC1 High Channel CSE test fail,Y
//**EVDO Test Device error,,,,,
DVICVT00_Device_EVDO_Test_Fail,DVICVT00,ERR_DEVICE_EVDO_Test,EVDO测试开始初始化时测试仪器操作失败,Test device fail when EVDO test initial,N
DVICVT01_Device_EVDO_Test_Fail,DVICVT01,ERR_DEVICE_EVDO_Test,EVDO测试建call时测试仪器操作失败,Test device fail when EVDO test start call,N
DVICVT02_Device_EVDO_Test_Fail,DVICVT02,ERR_DEVICE_EVDO_Test,EVDO测试 WaveformQuality 测试仪器操作失败,Test device fail when EVDO test Waveform Quality,N
DVICVT03_Device_EVDO_Test_Fail,DVICVT03,ERR_DEVICE_EVDO_Test,EVDO测试 FrequencyError 测试仪器操作失败,Test device fail when EVDO test Frequency Error,N
DVICVT04_Device_EVDO_Test_Fail,DVICVT04,ERR_DEVICE_EVDO_Test,EVDO测试 TimeError 测试仪器操作失败,Test device fail when EVDO test Time Error,N
DVICVT05_Device_EVDO_Test_Fail,DVICVT05,ERR_DEVICE_EVDO_Test,EVDO测试 CarrierFeedthrough 测试仪器操作失败,Test device fail when EVDO test Carrier Feedthrough,N
DVICVT06_Device_EVDO_Test_Fail,DVICVT06,ERR_DEVICE_EVDO_Test,EVDO测试 PhaseError 测试仪器操作失败,Test device fail when EVDO test Phase Error,N
DVICVT07_Device_EVDO_Test_Fail,DVICVT07,ERR_DEVICE_EVDO_Test,EVDO测试 MagnitudeError 测试仪器操作失败,Test device fail when EVDO test Magnitude Error,N
DVICVT08_Device_EVDO_Test_Fail,DVICVT08,ERR_DEVICE_EVDO_Test,EVDO测试 EVM 测试仪器操作失败,Test device fail when EVDO test EVM,N
DVICVT09_Device_EVDO_Test_Fail,DVICVT09,ERR_DEVICE_EVDO_Test,EVDO测试 TxCurrent 测试仪器操作失败,Test device fail when EVDO test Tx Current,N
DVICVT10_Device_EVDO_Test_Fail,DVICVT10,ERR_DEVICE_EVDO_Test,EVDO测试 RangeCloseLoopPowerCtrl 测试仪器操作失败,Device fail when EVDO test Range Close Loop Power Control,N
DVICVT11_Device_EVDO_Test_Fail,DVICVT11,ERR_DEVICE_EVDO_Test,EVDO测试 CDPower 测试仪器操作失败,Test device fail when EVDO test CDPower,N
DVICVT12_Device_EVDO_Test_Fail,DVICVT12,ERR_DEVICE_EVDO_Test,EVDO测试 TimeTolerance 测试仪器操作失败,Test device fail when EVDO test Time Tolerance,N
DVICVT13_Device_EVDO_Test_Fail,DVICVT13,ERR_DEVICE_EVDO_Test,EVDO测试 PhaseTolerance 测试仪器操作失败,Test device fail when EVDO test Phase Tolerance,N
DVICVT14_Device_EVDO_Test_Fail,DVICVT14,ERR_DEVICE_EVDO_Test,EVDO测试 MinPower 测试仪器操作失败,Test device fail when EVDO test Min Power,N
DVICVT15_Device_EVDO_Test_Fail,DVICVT15,ERR_DEVICE_EVDO_Test,EVDO测试 MaxPower 测试仪器操作失败,Test device fail when EVDO test Max Power,N
DVICVT16_Device_EVDO_Test_Fail,DVICVT16,ERR_DEVICE_EVDO_Test,EVDO测试 RxSensitivity 测试仪器操作失败,Test device fail when EVDO test Rx Sensitivity,N
DVICVT17_Device_EVDO_Test_Fail,DVICVT17,ERR_DEVICE_EVDO_Test,EVDO测试 RxDynamicRange 测试仪器操作失败,Test device fail when EVDO test Rx DynamicRange,N
DVICVT18_Device_EVDO_Test_Fail,DVICVT18,ERR_DEVICE_EVDO_Test,EVDO测试 CSE 测试仪器操作失败,Test device fail when EVDO test CSE,N
DVICVT98_Device_EVDO_Test_Fail,DVICVT98,ERR_DEVICE_EVDO_Test,EVDO测试 Handover 测试仪器操作失败,Test device fail when EVDO test handover,N
DVICVT99_Device_EVDO_Test_Fail,DVICVT99,ERR_DEVICE_EVDO_Test,EVDO测试结束时测试仪器操作失败,Test device fail when EVDO end test,N
//**LTE Cal Spec error,,,,,
L01M303_LTECal_TxLinMaster_Initial_Power_Fail,L01M3030,ERR_LTECAL_TxLinMaster_Initial_Power,LTE01 中频 TxLinMaster 校验触发功率不在规格内,LTE01 MidCH TxLinMaster calibration trigger power error,Y
L03M303_LTECal_TxLinMaster_Initial_Power_Fail,L03M3030,ERR_LTECAL_TxLinMaster_Initial_Power,LTE03 中频 TxLinMaster 校验触发功率不在规格内,LTE03 MidCH TxLinMaster calibration trigger power error,Y
L07M303_LTECal_TxLinMaster_Initial_Power_Fail,L07M3030,ERR_LTECAL_TxLinMaster_Initial_Power,LTE07 中频 TxLinMaster 校验触发功率不在规格内,LTE07 MidCH TxLinMaster calibration trigger power error,Y
L08M303_LTECal_TxLinMaster_Initial_Power_Fail,L08M3030,ERR_LTECAL_TxLinMaster_Initial_Power,LTE08 中频 TxLinMaster 校验触发功率不在规格内,LTE08 MidCH TxLinMaster calibration trigger power error,Y
L20M303_LTECal_TxLinMaster_Initial_Power_Fail,L20M3030,ERR_LTECAL_TxLinMaster_Initial_Power,LTE20 中频 TxLinMaster 校验触发功率不在规格内,LTE20 MidCH TxLinMaster calibration trigger power error,Y
L28M303_LTECal_TxLinMaster_Initial_Power_Fail,L28M3030,ERR_LTECAL_TxLinMaster_Initial_Power,LTE28 中频 TxLinMaster 校验触发功率不在规格内,LTE28 MidCH TxLinMaster calibration trigger power error,Y
L41M303_LTECal_TxLinMaster_Initial_Power_Fail,L41M3030,ERR_LTECAL_TxLinMaster_Initial_Power,LTE41 中频 TxLinMaster 校验触发功率不在规格内,LTE41 MidCH TxLinMaster calibration trigger power error,Y
L01M304_LTECal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L01M3040,ERR_LTECAL_TxRxAlign_HDET_Power_VS_PDM_Search,LTE01 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE01 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
L03M304_LTECal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L03M3040,ERR_LTECAL_TxRxAlign_HDET_Power_VS_PDM_Search,LTE03 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE03 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
L07M304_LTECal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L07M3040,ERR_LTECAL_TxRxAlign_HDET_Power_VS_PDM_Search,LTE07 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE07 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
L08M304_LTECal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L08M3040,ERR_LTECAL_TxRxAlign_HDET_Power_VS_PDM_Search,LTE08 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE08 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
L20M304_LTECal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L20M3040,ERR_LTECAL_TxRxAlign_HDET_Power_VS_PDM_Search,LTE20 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE20 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
L28M304_LTECal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L28M3040,ERR_LTECAL_TxRxAlign_HDET_Power_VS_PDM_Search,LTE28 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE28 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
L41M304_LTECal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L41M3040,ERR_LTECAL_TxRxAlign_HDET_Power_VS_PDM_Search,LTE41 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE41 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
L01M304_LTECal_TxRxAlign_DVGA_Fail,L01M3041,ERR_LTECAL_TxRxAlign_DVGA,LTE01 中频 TxRxAlign 校验 DVGA 不在规格内,LTE01 MidCH TxRxAlign calibration DVGA not in spec,Y
L03M304_LTECal_TxRxAlign_DVGA_Fail,L03M3041,ERR_LTECAL_TxRxAlign_DVGA,LTE03 中频 TxRxAlign 校验 DVGA 不在规格内,LTE03 MidCH TxRxAlign calibration DVGA not in spec,Y
L07M304_LTECal_TxRxAlign_DVGA_Fail,L07M3041,ERR_LTECAL_TxRxAlign_DVGA,LTE07 中频 TxRxAlign 校验 DVGA 不在规格内,LTE07 MidCH TxRxAlign calibration DVGA not in spec,Y
L08M304_LTECal_TxRxAlign_DVGA_Fail,L08M3041,ERR_LTECAL_TxRxAlign_DVGA,LTE08 中频 TxRxAlign 校验 DVGA 不在规格内,LTE08 MidCH TxRxAlign calibration DVGA not in spec,Y
L20M304_LTECal_TxRxAlign_DVGA_Fail,L20M3041,ERR_LTECAL_TxRxAlign_DVGA,LTE20 中频 TxRxAlign 校验 DVGA 不在规格内,LTE20 MidCH TxRxAlign calibration DVGA not in spec,Y
L28M304_LTECal_TxRxAlign_DVGA_Fail,L28M3041,ERR_LTECAL_TxRxAlign_DVGA,LTE28 中频 TxRxAlign 校验 DVGA 不在规格内,LTE28 MidCH TxRxAlign calibration DVGA not in spec,Y
L41M304_LTECal_TxRxAlign_DVGA_Fail,L41M3041,ERR_LTECAL_TxRxAlign_DVGA,LTE41 中频 TxRxAlign 校验 DVGA 不在规格内,LTE41 MidCH TxRxAlign calibration DVGA not in spec,Y
L01M304_LTECal_TxRxAlign_LNA_Fail,L01M3042,ERR_LTECAL_TxRxAlign_LNA,LTE01 中频 TxRxAlign 校验 LNA 不在规格内,LTE01 MidCH TxRxAlign calibration LNA not in spec,Y
L03M304_LTECal_TxRxAlign_LNA_Fail,L03M3042,ERR_LTECAL_TxRxAlign_LNA,LTE03 中频 TxRxAlign 校验 LNA 不在规格内,LTE03 MidCH TxRxAlign calibration LNA not in spec,Y
L07M304_LTECal_TxRxAlign_LNA_Fail,L07M3042,ERR_LTECAL_TxRxAlign_LNA,LTE07 中频 TxRxAlign 校验 LNA 不在规格内,LTE07 MidCH TxRxAlign calibration LNA not in spec,Y
L08M304_LTECal_TxRxAlign_LNA_Fail,L08M3042,ERR_LTECAL_TxRxAlign_LNA,LTE08 中频 TxRxAlign 校验 LNA 不在规格内,LTE08 MidCH TxRxAlign calibration LNA not in spec,Y
L20M304_LTECal_TxRxAlign_LNA_Fail,L20M3042,ERR_LTECAL_TxRxAlign_LNA,LTE20 中频 TxRxAlign 校验 LNA 不在规格内,LTE20 MidCH TxRxAlign calibration LNA not in spec,Y
L28M304_LTECal_TxRxAlign_LNA_Fail,L28M3042,ERR_LTECAL_TxRxAlign_LNA,LTE28 中频 TxRxAlign 校验 LNA 不在规格内,LTE28 MidCH TxRxAlign calibration LNA not in spec,Y
L41M304_LTECal_TxRxAlign_LNA_Fail,L41M3042,ERR_LTECAL_TxRxAlign_LNA,LTE41 中频 TxRxAlign 校验 LNA 不在规格内,LTE41 MidCH TxRxAlign calibration LNA not in spec,Y
L01M304_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count_Fail,L01M3043,ERR_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count,LTE01 中频 TxRxAlign 校验 LIM PDM外推序列数量错误,LTE01 MidCH TxRxAlign LIM RelativePDM List Count error,Y
L03M304_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count_Fail,L03M3043,ERR_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count,LTE03 中频 TxRxAlign 校验 LIM PDM外推序列数量错误,LTE03 MidCH TxRxAlign LIM RelativePDM List Count error,Y
L07M304_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count_Fail,L07M3043,ERR_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count,LTE07 中频 TxRxAlign 校验 LIM PDM外推序列数量错误,LTE07 MidCH TxRxAlign LIM RelativePDM List Count error,Y
L08M304_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count_Fail,L08M3043,ERR_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count,LTE08 中频 TxRxAlign 校验 LIM PDM外推序列数量错误,LTE08 MidCH TxRxAlign LIM RelativePDM List Count error,Y
L20M304_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count_Fail,L20M3043,ERR_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count,LTE20 中频 TxRxAlign 校验 LIM PDM外推序列数量错误,LTE20 MidCH TxRxAlign LIM RelativePDM List Count error,Y
L28M304_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count_Fail,L28M3043,ERR_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count,LTE28 中频 TxRxAlign 校验 LIM PDM外推序列数量错误,LTE28 MidCH TxRxAlign LIM RelativePDM List Count error,Y
L41M304_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count_Fail,L41M3043,ERR_LTECAL_TxRxAlign_LimFreq_Extra_RelativePDM_List_Count,LTE41 中频 TxRxAlign 校验 LIM PDM外推序列数量错误,LTE41 MidCH TxRxAlign LIM RelativePDM List Count error,Y
//**LTE DRX Cal Spec error,,,,,
L01M310_LTECal_DRX_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L01M3100,ERR_LTECAL_DRX_TxRxAlign_HDET_Power_VS_PDM_Search,LTE01 中频 DRX TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE01 MidCH DRX TxRxAlign HDET_Power_VS_PDM search fail,Y
L03M310_LTECal_DRX_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L03M3100,ERR_LTECAL_DRX_TxRxAlign_HDET_Power_VS_PDM_Search,LTE03 中频 DRX TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE03 MidCH DRX TxRxAlign HDET_Power_VS_PDM search fail,Y
L07M310_LTECal_DRX_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L07M3100,ERR_LTECAL_DRX_TxRxAlign_HDET_Power_VS_PDM_Search,LTE07 中频 DRX TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE07 MidCH DRX TxRxAlign HDET_Power_VS_PDM search fail,Y
L08M310_LTECal_DRX_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L08M3100,ERR_LTECAL_DRX_TxRxAlign_HDET_Power_VS_PDM_Search,LTE08 中频 DRX TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE08 MidCH DRX TxRxAlign HDET_Power_VS_PDM search fail,Y
L20M310_LTECal_DRX_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L20M3100,ERR_LTECAL_DRX_TxRxAlign_HDET_Power_VS_PDM_Search,LTE20 中频 DRX TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE20 MidCH DRX TxRxAlign HDET_Power_VS_PDM search fail,Y
L28M310_LTECal_DRX_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L28M3100,ERR_LTECAL_DRX_TxRxAlign_HDET_Power_VS_PDM_Search,LTE28 中频 DRX TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE28 MidCH DRX TxRxAlign HDET_Power_VS_PDM search fail,Y
L41M310_LTECal_DRX_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,L41M3100,ERR_LTECAL_DRX_TxRxAlign_HDET_Power_VS_PDM_Search,LTE41 中频 DRX TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,LTE41 MidCH DRX TxRxAlign HDET_Power_VS_PDM search fail,Y
L01M310_LTECal_DRX_TxRxAlign_DVGA_Fail,L01M3101,ERR_LTECAL_DRX_TxRxAlign_DVGA,LTE01 中频 DRX TxRxAlign 校验 DVGA 不在规格内,LTE01 MidCH DRX TxRxAlign calibration DVGA not in spec,Y
L03M310_LTECal_DRX_TxRxAlign_DVGA_Fail,L03M3101,ERR_LTECAL_DRX_TxRxAlign_DVGA,LTE03 中频 DRX TxRxAlign 校验 DVGA 不在规格内,LTE03 MidCH DRX TxRxAlign calibration DVGA not in spec,Y
L07M310_LTECal_DRX_TxRxAlign_DVGA_Fail,L07M3101,ERR_LTECAL_DRX_TxRxAlign_DVGA,LTE07 中频 DRX TxRxAlign 校验 DVGA 不在规格内,LTE07 MidCH DRX TxRxAlign calibration DVGA not in spec,Y
L08M310_LTECal_DRX_TxRxAlign_DVGA_Fail,L08M3101,ERR_LTECAL_DRX_TxRxAlign_DVGA,LTE08 中频 DRX TxRxAlign 校验 DVGA 不在规格内,LTE08 MidCH DRX TxRxAlign calibration DVGA not in spec,Y
L20M310_LTECal_DRX_TxRxAlign_DVGA_Fail,L20M3101,ERR_LTECAL_DRX_TxRxAlign_DVGA,LTE20 中频 DRX TxRxAlign 校验 DVGA 不在规格内,LTE20 MidCH DRX TxRxAlign calibration DVGA not in spec,Y
L28M310_LTECal_DRX_TxRxAlign_DVGA_Fail,L28M3101,ERR_LTECAL_DRX_TxRxAlign_DVGA,LTE28 中频 DRX TxRxAlign 校验 DVGA 不在规格内,LTE28 MidCH DRX TxRxAlign calibration DVGA not in spec,Y
L41M310_LTECal_DRX_TxRxAlign_DVGA_Fail,L41M3101,ERR_LTECAL_DRX_TxRxAlign_DVGA,LTE41 中频 DRX TxRxAlign 校验 DVGA 不在规格内,LTE41 MidCH DRX TxRxAlign calibration DVGA not in spec,Y
L01M310_LTECal_DRX_TxRxAlign_LNA_Fail,L01M3102,ERR_LTECAL_DRX_TxRxAlign_LNA,LTE01 中频 DRX TxRxAlign 校验 LNA 不在规格内,LTE01 MidCH DRX TxRxAlign calibration LNA not in spec,Y
L03M310_LTECal_DRX_TxRxAlign_LNA_Fail,L03M3102,ERR_LTECAL_DRX_TxRxAlign_LNA,LTE03 中频 DRX TxRxAlign 校验 LNA 不在规格内,LTE03 MidCH DRX TxRxAlign calibration LNA not in spec,Y
L07M310_LTECal_DRX_TxRxAlign_LNA_Fail,L07M3102,ERR_LTECAL_DRX_TxRxAlign_LNA,LTE07 中频 DRX TxRxAlign 校验 LNA 不在规格内,LTE07 MidCH DRX TxRxAlign calibration LNA not in spec,Y
L08M310_LTECal_DRX_TxRxAlign_LNA_Fail,L08M3102,ERR_LTECAL_DRX_TxRxAlign_LNA,LTE08 中频 DRX TxRxAlign 校验 LNA 不在规格内,LTE08 MidCH DRX TxRxAlign calibration LNA not in spec,Y
L20M310_LTECal_DRX_TxRxAlign_LNA_Fail,L20M3102,ERR_LTECAL_DRX_TxRxAlign_LNA,LTE20 中频 DRX TxRxAlign 校验 LNA 不在规格内,LTE20 MidCH DRX TxRxAlign calibration LNA not in spec,Y
L28M310_LTECal_DRX_TxRxAlign_LNA_Fail,L28M3102,ERR_LTECAL_DRX_TxRxAlign_LNA,LTE28 中频 DRX TxRxAlign 校验 LNA 不在规格内,LTE28 MidCH DRX TxRxAlign calibration LNA not in spec,Y
L41M310_LTECal_DRX_TxRxAlign_LNA_Fail,L41M3102,ERR_LTECAL_DRX_TxRxAlign_LNA,LTE41 中频 DRX TxRxAlign 校验 LNA 不在规格内,LTE41 MidCH DRX TxRxAlign calibration LNA not in spec,Y
//**LTE CAL Device error,,,,,
DVICLC00_Device_LTE_Calibration_Fail,DVICLC00,ERR_DEVICE_LTE_Calibration,LTE校验初始化时测试仪器操作失败,Test device fail when LTE calibration initial,N
DVICLC03_Device_LTE_Calibration_Fail,DVICLC03,ERR_DEVICE_LTE_Calibration,LTE TXLin 校验中测试仪器操作失败,Test device fail when LTE calibration TXLin,N
DVICLC04_Device_LTE_Calibration_Fail,DVICLC04,ERR_DEVICE_LTE_Calibration,LTE TXRXAlign 校验中测试仪器操作失败,Test device fail when LTE calibration TXRXAlign,N
DVICLC10_Device_LTE_Calibration_Fail,DVICLC10,ERR_DEVICE_LTE_Calibration,LTE DRX TXRXAlign 校验中测试仪器操作失败,Test device fail when LTE calibration DRX TXRXAlign,N
DVICLC99_Device_LTE_Calibration_Fail,DVICLC99,ERR_DEVICE_LTE_Calibration,LTE校验结束时测试仪器操作失败,Test device fail when LTE end calibration,N
//**LTE Test Device error,,,,,
DVICLT00_Device_LTE_Test_Fail,DVICLT00,ERR_DEVICE_LTE_Test,LTE测试开始初始化时测试仪器操作失败,Test device fail when LTE test initial,N
DVICLT01_Device_LTE_Test_Fail,DVICLT01,ERR_DEVICE_LTE_Test,LTE测试建call时测试仪器操作失败,Test device fail when LTE test start call,N
DVICLT02_Device_LTE_Test_Fail,DVICLT02,ERR_DEVICE_LTE_Test,LTE测试 Max Power 测试仪器操作失败,Test device fail when LTE test Max Power,N
DVICLT03_Device_LTE_Test_Fail,DVICLT03,ERR_DEVICE_LTE_Test,LTE测试 Min Power 测试仪器操作失败,Test device fail when LTE test Min Power,N
DVICLT04_Device_LTE_Test_Fail,DVICLT04,ERR_DEVICE_LTE_Test,LTE测试 FrequencyError 测试仪器操作失败,Test device fail when LTE test FrequencyError,N
DVICLT05_Device_LTE_Test_Fail,DVICLT05,ERR_DEVICE_LTE_Test,LTE测试 IQoffset 测试仪器操作失败,Test device fail when LTE test IQoffset,N
DVICLT06_Device_LTE_Test_Fail,DVICLT06,ERR_DEVICE_LTE_Test,LTE测试 EVM 测试仪器操作失败,Test device fail when LTE test EVM,N
DVICLT07_Device_LTE_Test_Fail,DVICLT07,ERR_DEVICE_LTE_Test,LTE测试 SEM 测试仪器操作失败,Test device fail when LTE test SEM,N
DVICLT08_Device_LTE_Test_Fail,DVICLT08,ERR_DEVICE_LTE_Test,LTE测试 OBW 测试仪器操作失败,Test device fail when LTE test OBW,N
DVICLT09_Device_LTE_Test_Fail,DVICLT09,ERR_DEVICE_LTE_Test,LTE测试 ACLR 测试仪器操作失败,Test device fail when LTE test ACLR,N
DVICLT10_Device_LTE_Test_Fail,DVICLT10,ERR_DEVICE_LTE_Test,LTE测试 BER 测试仪器操作失败,Test device fail when LTE test BER,N
DVICLT12_Device_LTE_Test_Fail,DVICLT12,ERR_DEVICE_LTE_Test,LTE测试 Rx Sensitivity 测试仪器操作失败,Test device fail when LTE test Rx Rx Sensitivity,N
DVICLT13_Device_LTE_Test_Fail,DVICLT13,ERR_DEVICE_LTE_Test,LTE测试 RX Max input 测试仪器操作失败,Test device fail when LTE test RX Max input,N
DVICLT14_Device_LTE_Test_Fail,DVICLT14,ERR_DEVICE_LTE_Test,LTE测试 IEM 测试仪器操作失败,Test device fail when LTE test IEM,N
DVICLT15_Device_LTE_Test_Fail,DVICLT15,ERR_DEVICE_LTE_Test,LTE测试 ESFL 测试仪器操作失败,Test device fail when LTE test ESFL,N
DVICLT16_Device_LTE_Test_Fail,DVICLT16,ERR_DEVICE_LTE_Test,LTE测试 Trans Power 测试仪器操作失败,Test device fail when LTE test Trans Power,N
DVICLT17_Device_LTE_Test_Fail,DVICLT17,ERR_DEVICE_LTE_Test,LTE测试 Min RxSens 测试仪器操作失败,Test device fail when LTE test Min RxSens,N
DVICLT30_Device_LTE_Test_Fail,DVICLT30,ERR_DEVICE_LTE_Test,LTE测试 DRX BER 测试仪器操作失败,Test device fail when LTE test DRX BER,N
DVICLT31_Device_LTE_Test_Fail,DVICLT31,ERR_DEVICE_LTE_Test,LTE测试 DRX Sensitivity 测试仪器操作失败,Test device fail when LTE test DRX Sensitivity,N
DVICLT32_Device_LTE_Test_Fail,DVICLT32,ERR_DEVICE_LTE_Test,LTE测试 DRX Max input 测试仪器操作失败,Test device fail when LTE test DRX Max input,N
DVICLT33_Device_LTE_Test_Fail,DVICLT33,ERR_DEVICE_LTE_Test,LTE测试 DRX Min RxSens 测试仪器操作失败,Test device fail when LTE test DRX Min RxSens,N
DVICLT98_Device_LTE_Test_Fail,DVICLT98,ERR_DEVICE_LTE_Test,LTE测试 Handover 测试仪器操作失败,Test device fail when LTE test handover,N
DVICLT99_Device_LTE_Test_Fail,DVICLT99,ERR_DEVICE_LTE_Test,LTE测试结束时测试仪器操作失败,Test device fail when LTE end test,N
//**LTE test spec error,,,,,
L01L002_LTETest_Max_Power_Fail,L01L0020,ERR_LTETEST_MAX_POWER,LTE01 低频最大输出功率测试失败,LTE01 low channel max power test fail,Y
L03L002_LTETest_Max_Power_Fail,L03L0020,ERR_LTETEST_MAX_POWER,LTE03 低频最大输出功率测试失败,LTE03 low channel max power test fail,Y
L07L002_LTETest_Max_Power_Fail,L07L0020,ERR_LTETEST_MAX_POWER,LTE07 低频最大输出功率测试失败,LTE07 low channel max power test fail,Y
L08L002_LTETest_Max_Power_Fail,L08L0020,ERR_LTETEST_MAX_POWER,LTE08 低频最大输出功率测试失败,LTE08 low channel max power test fail,Y
L20L002_LTETest_Max_Power_Fail,L20L0020,ERR_LTETEST_MAX_POWER,LTE20 低频最大输出功率测试失败,LTE20 low channel max power test fail,Y
L28L002_LTETest_Max_Power_Fail,L28L0020,ERR_LTETEST_MAX_POWER,LTE28 低频最大输出功率测试失败,LTE28 low channel max power test fail,Y
